
timestamp,text,label
5:30,"In 1961, in the Time magazine, a feature article was written on paparazzi, which made the word 'Paparazzi' even more popular. In that article, the paparazzi were called a pack of hungry wolves. There was a simple reason behind this. In those days, this was what the paparazzi culture was known for. Secretly taking photos of celebrities without their permission, without caring for their privacy. Following celebrities everywhere to get photos.",Normal
6:00,"In 1997, the infamous car accident of Princess Diana in which she passed away, the news was spread all over the world. A big reason for this was revealed to be the paparazzi. That night, the paparazzi's cars were shamelessly following her car. In order to escape them, the driver sped up the car and this led to the car crashing into a pillar while entering the tunnel. Due to this single incident, the world started questioning the ethical boundaries of the paparazzi.",Normal
6:30,"But in India, during the 1990s, the paparazzi culture was just beginning. After the economic liberalisation of 1991, along with international brands, tabloid culture came to India. Magazines like Stardust, Midday, Bombay Times, and Page 3 started becoming popular. Yogen Shah is known as India's first paparazzo and back when there was no internet and social media the business model of these paparazzi was very simple. Take candid photos of popular celebrities that no one has seen before.",Normal
7:00,"And sell these photos to magazines and tabloids. People were very interested in this because in the absence of social media there were not many chances to get a glimpse of celebrities' lives. The general public was curious to know. How did these celebrities live their lives? How do their homes look? What do they do in their personal time? This is why this culture became popular.",Normal
7:30,"But today, after the advent of social media, the whole system has turned upside down. Now, for the paparazzi, directly taking money from celebrities to click their 'candid' photos has become a new model. I am not kidding, many paparazzi openly admit this. 'Smaller stars do call you, right?' 'See smaller stars... They send messages on media groups.' 'They're even ready to pay and they request us to shoot their pics.' 'Give us some names.' 'Everybody who's new. Even everybody who's made it also, will always start off, right?' 'The paparazzi thing is commercialised now. In a very big way.'",Normal
8:00,"Now, two different types of models have evolved here. One, the so-called celebrities who want publicity and pay paparazzi for their PR and publicity. And the second is the top A-list real celebrities who don't need publicity. Who would never want to pay for to have their photos taken, but the public would still want to see their photos to see their private candid photos, so the paparazzi secretly click their photos.",Normal
8:30,"In the second category, there are people like Shahrukh Khan, Aamir Khan, and Virat Kohli. But the question here is, the numerous photos of celebrities you see or social media and in newspapers, how many are authentic? And how many are paid PR photos? In an interview, Manav Manglani said that this ratio is around 30:70. But in my opinion, the ratio is actually 90:10. 90% of the things you see on social media, on TV, or in newspapers, about these celebrities, are paid promotions, and fake acting. And only 10% are authentic.",Normal
9:00,"Why am I saying this? You'll understand this later in the video. Think about it, in a celebrity's life, how many things that you see publicly are paid promotion PR? And how many are authentic and real? Secondly, notice when these celebrities appear on podcasts and interviews. 90% of celebrities appear on podcasts only when their movies are about to be released.",Normal
9:30,"And if we talk about those social media pages that regularly post about Bollywood and celebrities, it can be quite difficult for you to identify this there. But many of the posts are often PR and paid promotion. Sometimes, you can see clear proof of this. For example, on the Instagram page 'Instant Bollywood', look at this 2 year old post. What is its caption?",Normal
10:00,"'Hi, can you please use this picture and mention #DivyaKhoslaKumar? This is BTS of her recently released song #Designer.' The caption that the celebrity asked them to write, was mistakenly copy-pasted here. Although, this post was later corrected. But this should tell you that most of the posts you see on social media, on such accounts, are PR.",Normal
10:30,"How many times does it happen that the caption of such posts is 'What are your thoughts on this?' Or 'What is your opinion on this?' This too is a trick to ensure more engagement. Now, since you know the paparazzi and PR industry better, let's talk about Box Office.",Normal
11:00,"It's quite normal to hear that a film's box office collection has crossed ₹100 crores or ₹200 crores. It seems so often that this might be the new normal. In reality, all the actors have become ₹100 crore actors and the film industry is flourishing. But the truth is the opposite. And I'm not saying this, but so many senior trade analysts like Komal Nahata and Taran Adarsh have openly talked about this.",Normal
11:30,"In reality, most of the numbers that are told to you about Box Office are manipulated. The real numbers are inflated by 40%-50%. For example, the movie Selfiee starring Akshay Kumar and Emraan Hashmi. The official figures showed that the film had a Box Office collection of around ₹14 crores in its opening weekend. But an article of BollyMojo has claimed that the real Box Office collection of the film was around ₹8 crores. If the Box Office collections were reported to be almost double of the actual figures for this film, how can you believe the figures of other films?",Normal
12:00,"The people who provide real figures for the Box Office collections, in return, they get money from the producers. The money comes from production houses to media houses and from media houses to entertainment journalists. And journalists like Komal Nahata do not hide this. They claim that there's nothing wrong in this, because this is marketing of films. Because when a high number is reported, the film seems to be a hit, and this leads to more collections.",Normal
12:30,"Just think, you are constantly lied to about so many things. Not only Box Office collections, you can see lies in every industry. From food industry to health and beauty industry, we can see lies being told everywhere. Marketing and advertisement industry works in a very dirty way.",Normal
13:00,"They sell things with lies, and make money out of it. And people who work in this industry, work in a way that even the common people start believing in their lies. So, don't blindly believe anything you see on social media, or TV, or in newspapers. Always cross-check whatever you see or read.",Normal
13:30,"That's it for today. Thank you very much!",Normal
0:00,"28 June 2024 45 year old Ramesh Kumar went to Delhi Airport to drop his customer. He is working overtime because he wants to collect money for his elder daughter's wedding. As soon as he drops the customer, he is working in Delhi. The roof of Terminal 1 of the airport falls on his car and he dies there. Big news is coming from Delhi where a big accident has happened at Terminal 1 of Delhi Airport where a part of the terminal suddenly collapsed one day. First, on June 27, 2024, the roof of the recently inaugurated airport of Jabalpur collapses; on July 1, two people were murdered; in Mathura, when a 2.5 lakh liter water tank collapsed; and the condition of Ayodhya is such that even today one is speaking. Is Ayodhya trusting Ram? Is Ayodhya now trusting Ram? The reason for this question is the pictures coming from Ayodhya after some rain, whereas the drains of Gurgaon have become fountains but all the records have been broken. In Bihar, seven bridges have collapsed in the last 15 days. Life is so cheap in India that as soon as you step out of the house, either a hoarding will fall on you or the roof of the airport or a bridge will slip from your feet. According to government data, 8500 people will die between 2018 and 2022. This happened because the public infrastructure has collapsed. So who is responsible? Why is India's infrastructure so bad?",Normal
1:00,"This is Bilal, a school teacher in Jammu, and my team spoke to him to understand how he got from here to here. Bilal told us that he had the problem of hair fall for a long time but instead of being demotivated, he tried to find a solution and Bilal is not alone. The problem of hair fall is happening in many Indian men due to which many people are now going for hair transplant. Many people who are undergoing surgeries think that once hair loss starts, it cannot be stopped, but Bilal completely changed his situation in five-six months. With the help of Tria, in Bilal's case, he got relief from hair loss as well. There were also problems with gut health and digestion, but before starting Troya's plan, he did not know that there was a relationship between all these things. After talking to Troya's team, it came to know that the reason behind hair loss is metabolism, energy, hormones, genes, sleep and There are many reasons like stress, now many people do not treat these problems side by side due to which their hair loss problem does not stop whereas Tria gives you an all-round solution, they provide dermatologist approved serum along with vitamins and minerals. They also prepare a diet plan and due to this, Bilal's hair loss problem stopped in five months. So if you also want to check out Triac, the link is in the description and there is a discount of Rs.20 for you if you use the coupon of Rs.20. If you use the code then let's come back to the video.",Sponsored
2:00,"Now why is the infrastructure so bad in our country? For that we have to understand what is the process of an infrastructure project. First a contract is given to the company and then that company designs and executes the project. After which we have to maintain that infrastructure for which we have to get safety audits done but in India the problem starts in the contract stage. Its main root is that our government uses A1 contracts. Now what is A1 contracts? I will tell you. Let me explain with an example: On March 31, 2016, around 12:30 pm, there was a huge crowd on Vivekananda Road near Girish Park Metro Station in Kolkata. Many people were going to office while others were going on lunch break and at the same time Vivekananda Flyover. An under construction part of a flyover falls on people and 26 people are crushed to death.",Normal
3:00,"IVRCL? AG K Murthy, the operations director of the company that built the flyover, said that this happened because of God but not because of God. This happened because they had submitted the lowest bid to win the contract 7 years ago. I Kharakpur also said in its report that the company tried to save cost at every level due to which the flyover collapsed but this was not an isolated incident. No, on October 30, 2022, the Morbi Bridge in Gujarat had collapsed, due to which 140 people were killed. A major accident took place on Sunday evening in Morbi, Gujarat due to the collapse of the cable bridge over the Machchu River. During this incident, a major accident occurred on the bridge. Many people standing there have fallen into the river and the Gujarat government had given the contract to repair that 100 year old suspension bridge to a local company Reva, but the main business of Reva was to make watches and lighting. The renovation contract was given to A Company That Makes Clocks Calculators Not Constructions and Certainly Not Bridges There was no evidence that this company had experience in bridge repair and this is a systemic problem in our country because our government uses A1 method to award contracts A1 method is the lowest cost method, that is, whoever works at the lowest cost in bidding is given the contract.",Normal
4:00,"It does not matter what the experience or quality of the contractor is. In fact, a report by the Indian government itself has shown that this thing Many projects fail because of this. In 2002, the Central Vigilance Commission, a government body, had also said in its report that many contracts are given to companies which do not have any qualification and this is due to the Elve method. Because what many companies do is that in order to win a contract, they make a fake budget, they deliberately show very low cost, if they show low cost for everything, then they will win the contract and this is what happens, now it is not so. The government is not trying to change this. On October 29th 2021, the Finance Ministry made new guidelines for contracts where they said that now the quality of the contractor will also be checked before giving them the contract. This system was called based on quality less cost base selection. In the press release, the ministry also said that this system will not replace our traditional ALV system but it will be used only in a few cases, like in 2021, the government had said that this new system will be used only for those contracts whose value is ₹ crore.",Normal
5:00,"Now after 2 years, this change was definitely done but still the government did not say that the new system will be implemented in every project, that is why even today A1 system is mostly used for developing infrastructure, then in this new system. Also, every criterion of the contractor is not evaluated but this is not logical. Think for yourself whether a government minister to build his house goes to the contractor who is the cheapest or to the one who has good quality and budget. Yes, now if our ministers use this thing for their house, then shouldn't the same logic be used for the infrastructure of our country which is used by lakhs of people but the government is not doing this to save money in the short term and in the long term? In the term, we are compromising the lives of the countrymen. Now the solution is very simple. The solution about which many researchers have written is Multi Criteria Contractor Selection Framework where many things of a contractor will be evaluated, be it bid price of financial capabilities or technical capability. Be it experience, performance or health safety, India will not be the first country to implement this system. The same system is implemented in the US and Europe, but the problem is that taking bribe in this system becomes very difficult even once the contract is awarded.",Normal
6:00,"Then again the company makes mistakes that they do not design the infrastructure properly, like look at this thing, Prime Minister Modi had inaugurated this Pragati Maidan Corridor project in June 2022, its cost was Rs 777 crore. The Prime Minister said that it is a wonderful tunnel in such a short time. It was not at all easy to prepare this integrated transit corridor in such a short time, but what happened after two years, this tunnel became useless. You see the condition of Pragati Maidan Tunnel. This integrated transit corridor was ready in such a short time. It was not at all easy to do, in fact, during last year's monsoon season, this entire project was non-operational for the general public because water was stuck here, so a project was built by spending Rs 800 crore and it became useless in 2 years. Now it is said that It was said that advanced facilities are being used in this tunnel like automated drainage. Public Works Department said that there were many technical and design mistakes in this project. Many problems were found in drainage of cracks and seepage of water. Archit Pratap Singh who is an urban planning expert.",Normal
7:00,"He is an expert and said that to make a good underground tunnel, you have to look at the conditions of soil and rock properly, but this did not happen in this Pragati Maidan tunnel due to which the water proofing was very useless. The problem of water seepage is in Bihar. The bridges seen in Bihar seem to be disintegrating like leaves. Monsoon has reached Bihar only two weeks ago, but more than water, bridges are seen falling here. See, the bridge across our Janata Bazar river has collapsed. Now, every day some bridge or the other is collapsing. The news is coming out that seven bridges have collapsed in just 13 days",Normal
8:00,"[Music] Seven bridges have collapsed in 13 days and these bridges were made under Chief Minister Nitish Kumar's scheme and most of the construction companies in these projects were awarded the contract by the L1 method only. Some of the bridges which were to be inaugurated within 6 months were also inaugurated. How will they last? Even more surprising is that the media has shown the news of bridge collapse many times but even after that the administration has not started any investigation. You see the Bihar State Bridge Construction Corporation Limited whose job it is to maintain the bridges, the biggest problem is here. Because the media is not allowed to ask questions about the accountability of the government and the administration is also not taking any steps, just imagine what would happen to us if a bridge collapses on us while we are driving our car or a roof falls on us while we are waiting at the airport",Normal
9:00,"Big question is why doesn't the government do anything. So, now we understand what should the government do and what should we do. On 14 February 1990 in Surat city, 39 people died due to collapse of a building and then 22 years later, in 2012, a bridge collapsed in the same city, killing 23 people. In 2021, a 4-storey building collapsed. There are many reasons like illegal construction and poor quality materials and no safety audits. The reason is that infrastructure projects like these are completed on paper and in reality, poor materials are used. What do the people in power say, they use weak cement and iron rods of poor quality due to which these bridges do not last for long. Dr. Sudhir Kumar, who is an assistant professor at Patna University, said that there is a need for political will to change this. If the government does not hold such companies accountable then the quality of our infrastructure will never improve and all this will continue. Infrastructure projects require technical expertise and a long term vision and if you need help you should ask for help but the contractor should not compromise on the quality of materials.",Normal
10:00,"And now I will ask you one last question, do you think that the government should evaluate the quality of the contractor before giving the contract or should the contract be awarded only on the basis of cost? Let us know your thoughts in the comments.",Normal
0:00,"So welcome back to my youtube1 and regarding CG, we got to see a drop clash in the last fight between CG and TK and related to this thing, many people were saying that the CG is targeting TK. So on top of this, we got to see the reply of both Goblin and Sarang, so first of all, you can see what Sarang said, it is not a CG target, they take the vehicle from there only, so we did not watch the whole tournament. Who expected whom and if we tell you the truth, we were looking for some fight or the other, so we were going to take it, we needed kills because brother, if you play the whole time for 15-20 minutes, you will not get kills and the position is also not by chance. Then brother, what are you waiting for, ji, that's why we were keeping the same approach in every match, taking out kills, we didn't target, we didn't target, that means we were thinking that no one would come, but their flight was not later, so this Due to which we had to come there, what about so and after this, the goblin replied, ""Let me clear this thing, because all of us are like our brothers, we have never thought of targeting them and will never do so. Those who have knowledge, Gatka Door."" When it happens, we get down there, take the car and then I was surprised by myself that how did the vaccine come there, that is why the one who is intact had played tricks on me and sorry friend, we played so badly and next They will come to the tournament with double practice and win the trophy and you can see that on your screen and you all also know that our e-sports manager has been stepped down, so on top of this he would reply to us. Where he tells that he has not received any hate at all, this time you all can see what he said in this account and you know, tell me one thing honestly, but I am telling it honestly, I am just sharing it with you people. I missed you, that is, I was missing you, I know one thing, that vibe, I missed everything very much, I was sitting here, I know, I am not missing only one thing, which was burning for the last 10 years, mother, I swear there is no one. Wherever I am, I am not being abused by tagging me, save me, I was tired brother, I mean brother, I will never miss that thing, mother, I swear otherwise I experienced the highest of highs in my career but also the lowest of the lows, someone tagged me. Didn't do it, it's good to see that the event is coming after a long time, no one has tagged me, I don't know, it's feeling good, that means,",Normal
2:00,"before moving ahead in the video, I am going to tell you guys about 1x. Where you people can earn a lot by predicting e-sports and sports matches and you also know that cricket matches also keep going on, so you people can make predictions there too and along with this you people also get a There is a new opportunity where you guys have got to see a crashing game, so basically you guys have to press redeem before the plane crashes so that whatever profit you guys have, whatever amount of There is profit, you people will get it and total 1 million plus people are playing it on daily basis and if you people use my promo code or link then you people can get a bonus of up to Rs 169000, so what is the wait? You are saying go and play now and start enjoying and",Sponsored
3:00,"after this I will talk about two big tournaments. First of all we can see the announcement of the BMPS. First of all, the details of the BMPS announcement are visible to you on your screen. You can see and after this there is an OP who was seen revealing to us things related to BGMS like how many teams are going to be there, when will it be seen and what kind of format will we get to see, so you guys can see what he said. BGM's date has not been announced yet but mostly it will go on till July ending and mid of August. It seems like this is the expected date. Can you be invited? Obviously Bhai Third Party BGM Second Third Ek Mein Third Aaye Ek Mein Second Aaye Abhi In one you understand 23 plus one is BGS yes that is what I heard 23 invited teams and one team which will get open cliff who will get one ballot snsner and if that team wins then they will get better offer than one ballot last time also it was same Maybe and after this, you all might have got to see a episode of Fierce vs Blaze yesterday, so many people were asking him for views related to this thing, he talked about it, you guys can see what he said. What scene of Balaj Bhai Balaj, see yesterday, I have given all the players their own explanations, now Su Fars has also given it, read it for all of you, okay what happened and what did not happen, I read what he said, see what he said, I will say one thing, silence. This is grace, I will not say anything and whatever everyone said, I am not saying this, who said wrong, everyone gave their own POV, everyone has spoken the truth, no one has said anything in a fabricated manner or to provoke like this, everyone has a legal quest,",Normal
4:00,"see sometime. You never have to go out of your way to grow, for your personal growth and we have done the same and after this, the ringing ones are seen giving us some leaks, revealing some things that our invitational international When will we get to see the event in India? So what he said, you can also see. Will we get an international slot? Will we get an international slot or not? International. Look, it is not like that after September 29, October, November, December, we will be free. Will remain seated and after this you all also know that Robin was given an award for Lone Survivor, so many people were asking him that even after playing only two matches, he got the award. He had told the story, what did he say, you guys can see. Yes, Robin, I am telling you guys, wait, let me take out the tools. What was the Robin scene? You had to play a minimum of two matches. Okay, two matches were the minimum for Lone Survivor. This was the criteria, you had to play a minimum of two matches. Okay, the average of the survival time was calculated and that was done. Now the creature which has played two matches, obviously its survival time will be more if it survives till the end and Robin's luck. So good that he lasted till the end in both the matches. If brother went till the end then obviously his survival time will be more than other players who have played 18 matches. After this, Miz was seen revealing to us some team related changes where But he finally told about the new player of God Like and along with this he also talked about the changes in CG.",Normal
5:00,"You guys can see what he said, there is a big change in OG. There is a big change in OG. I told that player. It has also been said that brother, the choice is very good. Tell me something about Gadal. What do you have to say about Gadal? Punk is going there. What is going there? Carnival Gaming has gone. There are changes in Carnival Gaming but did not tell me what the changes are. I tried but I couldn't figure out the changes and after this, the midge talks about things related to Soul's chances, where he is also seen talking about some internal issues related to it. Basically, he said that the changes are the ones that happened earlier. It was going to happen, it is not going to happen now, what did he say on this? First of all, you people can see that there is a change in the soul, there is a big change in the soul, I had heard that maybe now it may not change because the situation has changed, so when the situation changes. If she has gone, then maybe there will be no changes, but look at the popcorn guy, there are many things about which obviously I cannot talk because it is their internal situation, so I don't think it is right for me to talk about it, but it's okay to know like this. No, I told you guys, you guys must remember that I had already told you guys that thing, I posted that tweet, no, that was my internal feeling. I am telling you the truth and it was my internal feeling that maybe something would be wrong or something. Maybe I actually came to know that there was something there, okay, now it will come to light in the future, you guys, this is not a real issue, there are changes in the soul too, maybe joker played changes in the soul, I told you guys I had told earlier when I had posted that tweet, I had heard of a big change in Soul, but now that may not change because the situation has changed, so when the situation has changed, then maybe those changes may not happen.",Normal
6:00,"Sol Vic Changes Was it elusive or from the commission or not? Obviously it will be from the player. After this, many people in their chat were feeling that there is going to be a chance in the current team. Meji has said this thing. So on top of this thing, he is seen replying to us, what he said, you can also see A Maz Said Player Change in Team Soul Are you selective hearing, what a sister [ __ ], I was also watching the stream of Maz, this is selective hearing What is this dirty selective hearing? Which of you guys said what? Where did the table say? I was also watching the table's stream. I don't know anything. I was also watching the Messi's stream. What did you hear? Player back in boot camp now. So it didn't come, I don't know, I will never come, sit brother, please don't change the line up of BGM, brother, don't ask me, friend, I have nothing to do with it, and some changes are not happening, okay, some changes are not happening, so just sing, for now friend. I had so much news, if I get any more updates then I will tell you all in my next video. Till then please like the video and subscribe to the channel. Make sure to turn on Force No.",Normal
0:00,"LK Advan and Pramod Mahajan, who were watching all these things live, had the wire not broken at that time, they had brought so much stuff that half of the Parliament could have been blown away. The terrorist who was driving the car held him by his collar. They put a gun on top, this is the root of this entire incident and from here Afzal's life changes forever.",Normal
1:00,"They hit the vehicle of the Vice President who was waiting at Gate No. 11 for his convoy. These people take Lal Krishna Advani ji, who was Pramod Mahajan, to his room by holding his hand and there is a CCTV camera in his room.",Normal
2:00,"As their ambassador car reaches the Parliament area, these people stop the car and the person from the Ministry of Home Affairs, On hearing that this was a fake sticker, PM Atal Bihari Vajpayee ji and Sonia Gandhi ji left for their government bungalow which was theirs.",Normal
3:00,"See, there is a Baramulla district in Jammu and Kashmir. There is a Supo town in this district in which there is a village named Du Agah. There is a village and in this village in the year 1969, a man is born due to which the temple of democracy of the country i.e. Parliament comes in danger, whose name was Mohammad Afzal Guru.",Normal
4:00,"Afzal Guru completed his schooling in Super in the year 1988. In the same year, there was a Jhelum Valley Medical College, he took admission in MBBS, but the financial condition of Afzal's family at that time was not very good and he also believed that there was discrimination in different ways in the college.",Normal
5:00,"Seeing all these reasons, Afzal Guru, who was there, drops out of this college within just one year and starts doing his small work. Now what was the situation in Kashmir at this time? They were not so right. The separatist movement was spreading very fast inside Kashmir, which was being run by Jammu Kashmir Liberation Front JKLF",Normal
6:00,"and one specialty of JKLF was that they used to recruit younger Kashmiris more to fight against India. So, what happens at this time is that there were two powerful and popular leaders of JKLF in Kashmir, Yasin Malik and Hamid Sheikh, their eyes fell on Afzal Guru who was somewhat educated, so they felt that he would be of more use to them, so he They come in touch",Normal
7:00,"and after multiple meetings and motivation, they join JKLF and what JKLF used to do at that time was that after recruiting young Kashmiris, they used to send them to Muzaffarabad in PoK for training, then exactly after one year i.e. In the year 1990, this Yasan Malik of JKLF also sends Afzal Guru from Kashmir to Muzaffarabad in PoK.",Normal
8:00,"After reaching Muzaffarabad, Afzal Guru and the young boys who were recruited with him are taken to an old match box factory. And when these people reach this factory, Pakistan's ISI was already running its camp there, so the training of these people also starts in this factory and this entire training.",Normal
9:00,"When Pakistan Army officer Janu Labh Day was conducted, then Afzal and along with him there were 80 other boys of young age, their training continued there for two and a half months. From using weapons to going inside Kashmir, how the communication network got established, the educational institutions became important bridges, how they can be harmed, all of them are given training.",Normal
10:00,"Now after this, when their training is completed, it is done. So Afzal and other boys who were with him are given weapons etc. Then while returning, Afzal is also given a 47 thrice loaded magazine and ₹ 1000000 and after all these things happen, Afzal Guru and the boys who were with him are given to Trigram of Kupwad. Entry is made into India through the sector,",Normal
11:00,"so many of the boys had entered back into Kashmir but their luck was very bad because at this time the security forces of India got the ital that an entire batch was sent to PoK. After taking training, he has entered Kashmir with weapons and as soon as he arrived, the security forces started arresting him inside Kashmir back to back and caught many boys,",Normal
12:00,"so now after seeing all these things, Afzal's The family members also get very worried that Afzal's turn will also come and Afzal will also be caught.",Normal
13:00,"Afzal Guru had a cousin in Mukherjee Nagar, Delhi, Shaukat Hussain Guru. This is the same Shaukat who later made the map etc. All the details will come later, so what did Afzal's family do that they sent Afzal to his cousin i.e. Shaukat's house in Mukherjee Nagar? Now Afzal, who was there, goes away from everything to Shaukat in Mukherjee Nagar.",Normal
14:00,"Political Science inside DU He also takes admission in and on the side, he had started doing small commission agent type jobs to earn money, so Afzal and Shaukat were living together and were studying. But along with them there was another man who was from Bara Mula and he also taught Arabic language in DU, whose name was Syed Abdul Rehman Gilani",Normal
15:00,"S.A.R.G Lani, so all three were from the same place plus University. Also, their friendship becomes very deep and later on, this friendship becomes very heavy on these three.",Normal
16:00,"See, from the story you have heard till now, you must have understood that Afzal Guru had a hand in this. In fact, Afzal Guru had one of his own. There is also an interview in which he himself is telling about the conspiracy of this entire attack.",Normal
17:00,"You can listen to this interview on Kuku FM's audio show The Interview Afzal Guru. In this, many things are covered from the attack on the Indian Parliament to his death.",Sponsored
18:00,"As it is well explained, Kuku FM is an audio entertainment platform with more than 5 million subscribers. By now, many people have listened to their favorite audio shows on Kuku FM and may have gained a lot of knowledge from them, but if you have till now. If you have not listened to the audio shows of Cook AA, then now Cook AA has started a 7-day free trial for you.",Sponsored
19:00,"During these seven days, you can listen to any audio show of the entire platform, which includes 5000 plus shows. Absolutely free offer is very good so do tell it to your friends and family members too. This offer is for a very limited time so avail it quickly and yes after seven days the subscription plan will be activated so go now and read the special in the description. The link is there, download Kuku FM and along with it, listen to the audio show called The Interview Afzal Guru.",Sponsored
20:00,"So, coming back to the topic, after this, till the year 1993 and 94, Afzal, who was there, completes his graduation etc. from DU. Here Afzal's graduation was being completed and what was happening inside Kashmir, the security forces had become very active and at this particular time the security forces had run a drive in which the young Kashmiris who had turned against India were arrested.",Normal
0:00,"India can't pressurize Qatar in the way that it did Canada. They go to the house of these 8 Navy officers at night and say that there was a screenshot of a presentation in Italy which has been leaked. Metamaterial is used. Its confidential information was shared by the Indian Officers with Israel.",Normal
2:00,"Oman's government had saved its civilian. But we've been trapped until this date in it. None of the Indians are allowed to work in it. But this case had so much secrecy that details regarding next hearing isn't shared by this law firm.",Normal
3:00,"When Nupur Sharma's case occurred, then Qatar was the first country which sang There's a race between India & Pakistan as well regarding this submarine. Both of them... But for India this was a huge defeat at a diplomatic level.",Normal
4:00,"India's 8 retired Navy officers, among which some were gold medalists some got Pravasi Bharatiya Samman have been death penalty in Qatar. This isn't a small matter for any country.",Normal
5:00,"What is this matter & from this entire incident what is the relation with Israel The steps taken by India for it can it abolish this punishment for what did these Navy officers go there & in the issue of detailed sharing of Qatar's submarines how did our Indian Navy officers got involved in it so what did actually happen we'll discuss minute-to-minute details in this video.",Normal
6:00,"Before moving forward, I want to tell you about today's sponsor - Coding Invaders. Due to Inflation and Recession, salary hike and job unsatisfaction are at peak. And career switch is the only solution.",Sponsored
7:00,"Now before switching career, you need to research lot of things like, Scope of field, Job demand and all & according to them - The role of data analyst is in a very high demand because the entire world is data driven.",Sponsored
8:00,"Be it entertainment or financial field - data analysts are required everywhere. So, why not you enter into a demanded career with Coding Invaders. In Naukri.com alone, there're more than 15 lakh vacancies and Coding Invaders has 93% placement rate.",Sponsored
9:00,"More than 20,000 students are already studying. Their career service team, after course completion helps you in interview & placement. So, if you also want to be a good data analyst then you can become by joining the data science course of Coding Invaders.",Sponsored
10:00,"So, click on the link in the description & for Diwali special discount you can join this course with a 27% of discount. Use my coupon code - NR27.",Sponsored
11:00,"So, coming back to the topic. This is India & in the west we've Qatar. From year 1916 Qatar was under the Britishers. And very poor as well - at that time they used to do Pearl trade and fishing.",Normal
12:00,"But when year 1939 arrived, then their fate shines. This was the time when with the help of Britishers, in Qatar's Jebel Dukhan area Oil was discovered. This was towards Qatar's south-western coast.",Normal
0:00,"Welcome to our deep dive into the history of space exploration. Today, we'll be covering the early days of the space race between the United States and the Soviet Union.",Normal
1:00,"It all began in 1957 when the Soviet Union launched Sputnik 1, the first artificial satellite to orbit Earth. This event shocked the world and kickstarted the space race.",Normal
2:00,"The United States, caught off guard, scrambled to catch up. They established NASA in 1958 and began their own satellite program.",Normal
3:00,"Before we continue, I'd like to thank our sponsor, GalaxyTech VPN. In an age where digital privacy is crucial, GalaxyTech VPN offers top-notch security for all your online activities.",Sponsored
4:00,"With servers in over 100 countries, GalaxyTech VPN ensures your connection is always fast and secure. Use code SPACE50 for a 50% discount on your first year's subscription.",Sponsored
